service,distance,experience,is_peak_hour,rain_ratio,completion_time
Sửa chữa và bảo dưỡng TV,1,22.197982763077448,0,0.5,74
Sửa chữa và bảo dưỡng quạt điện,2,2.840516646525442,1,1.0,64
Sửa chữa và bảo dưỡng lò vi sóng,13,3.390396987249625,0,0.0,97
Sửa chữa và bảo dưỡng máy lạnh,4,0.4388983764943707,0,0.5,163
Sửa chữa và bảo dưỡng tủ lạnh,24,6.921920440859875,1,0.0,152
Sửa chữa và bảo dưỡng ô tô,39,2.3458024230842383,1,0.5,275
Sửa chữa và bảo dưỡng máy lạnh,13,11.755535113913234,0,1.0,151
Sửa chữa và bảo dưỡng ô tô,19,4.446021082719178,0,1.0,262
Sửa chữa và bảo dưỡng lò vi sóng,27,16.401069164317583,1,0.0,125
Sửa chữa và bảo dưỡng nồi cơm điện,13,21.773258482447638,0,0.5,63
Sửa chữa và bảo dưỡng tủ lạnh,42,10.628494235385316,1,1.0,199
Sửa chữa và bảo dưỡng hệ thống nước,3,17.98334450622477,1,1.0,114
Sửa chữa và bảo dưỡng điện thoại,16,5.412234589477072,0,0.5,77
Sửa chữa và bảo dưỡng ô tô,21,0.0771917393323685,1,0.5,219
Sửa chữa và bảo dưỡng lò vi sóng,5,20.53952389362524,0,1.0,84
Sửa chữa và bảo dưỡng máy tính,40,25.95624626792793,0,0.5,140
Sửa chữa và bảo dưỡng nồi cơm điện,42,10.322744248947467,0,1.0,118
Sửa chữa và bảo dưỡng xe máy,46,20.95250526890668,1,0.5,167
Sửa chữa và bảo dưỡng tủ lạnh,4,4.60915338783254,1,0.5,126
Sửa chữa và bảo dưỡng máy tính,1,1.2922705450829652,1,1.0,88
Sửa chữa và bảo dưỡng xe máy,33,8.257294332375086,1,0.0,128
Sửa chữa và bảo dưỡng quạt điện,4,0.595526858515984,1,0.5,71
Sửa chữa và bảo dưỡng máy giặt,34,20.913543480554157,1,0.5,173
Sửa chữa và bảo dưỡng hệ thống nước,2,3.674581443068165,1,0.0,102
Sửa chữa và bảo dưỡng máy lạnh,10,2.219936329499776,0,0.0,160
Sửa chữa và bảo dưỡng ô tô,30,2.063379784243675,0,1.0,277
Sửa chữa và bảo dưỡng xe máy,3,4.528317722651305,0,1.0,90
Sửa chữa và bảo dưỡng laptop,33,13.13752485393171,0,0.5,147
Sửa chữa và bảo dưỡng máy in,14,8.519626172585337,0,0.5,81
Sửa chữa và bảo dưỡng máy tính,3,2.5435146578210563,0,0.0,78
Sửa chữa và bảo dưỡng lò vi sóng,31,1.6884468594533772,0,0.0,136
Sửa chữa và bảo dưỡng xe máy,10,11.603321133989102,0,1.0,81
Sửa chữa và bảo dưỡng nồi cơm điện,25,1.6237558882816323,0,1.0,118
Sửa chữa và bảo dưỡng laptop,11,5.061250617982835,0,0.0,100
Sửa chữa và bảo dưỡng ô tô,43,14.665886840517864,1,1.0,286
Sửa chữa và bảo dưỡng điện thoại,8,4.0289145969135225,1,0.0,74
Sửa chữa và bảo dưỡng tủ lạnh,19,23.68452441677643,0,0.0,130
Sửa chữa và bảo dưỡng laptop,24,5.867686495813024,1,0.5,150
Sửa chữa và bảo dưỡng laptop,33,4.430939855251332,1,1.0,176
Sửa chữa và bảo dưỡng máy tính,5,19.292369577309216,0,1.0,69
Sửa chữa và bảo dưỡng điện dân dụng,43,6.315018720574403,1,0.0,174
Sửa chữa và bảo dưỡng xe máy,2,3.1479222915674887,0,1.0,63
Sửa chữa và bảo dưỡng máy giặt,4,7.09748092795703,0,1.0,143
Sửa chữa và bảo dưỡng điện thoại,14,5.118256722263968,0,1.0,88
Sửa chữa và bảo dưỡng hệ thống nước,1,8.85341837425175,1,0.0,95
Sửa chữa và bảo dưỡng tủ lạnh,2,3.013540708516124,0,1.0,116
Sửa chữa và bảo dưỡng lò vi sóng,27,1.9959934264179733,0,1.0,136
Sửa chữa và bảo dưỡng máy tính,20,5.427516544106135,1,1.0,121
Sửa chữa và bảo dưỡng quạt điện,5,4.884196752559461,0,0.0,34
Sửa chữa và bảo dưỡng điện thoại,6,3.07551404769847,0,1.0,74
Sửa chữa và bảo dưỡng quạt điện,13,1.9338955605344943,0,1.0,81
Sửa chữa và bảo dưỡng TV,7,2.7719495981727937,0,0.5,109
Sửa chữa và bảo dưỡng máy in,10,1.955951131014352,0,0.0,88
Sửa chữa và bảo dưỡng lò vi sóng,42,7.079217605320034,0,0.0,151
Sửa chữa và bảo dưỡng điện dân dụng,18,14.68020846641434,1,0.5,121
Sửa chữa và bảo dưỡng quạt điện,14,7.423821970187121,0,0.5,64
Sửa chữa và bảo dưỡng máy giặt,7,0.8098230785261412,0,0.5,152
Sửa chữa và bảo dưỡng tủ lạnh,11,1.2205086151616182,0,1.0,153
Sửa chữa và bảo dưỡng điện dân dụng,20,3.4812403472171805,0,0.5,121
Sửa chữa và bảo dưỡng điện dân dụng,13,7.010368883373955,0,0.0,100
Sửa chữa và bảo dưỡng điện thoại,7,21.49532122474581,0,0.0,46
Sửa chữa và bảo dưỡng điện thoại,18,4.198434580229472,1,1.0,105
Sửa chữa và bảo dưỡng điện thoại,11,0.5188345256126197,0,1.0,102
Sửa chữa và bảo dưỡng điện dân dụng,16,26.649074282384326,0,1.0,123
Sửa chữa và bảo dưỡng quạt điện,17,14.188863105866192,1,0.0,63
Sửa chữa và bảo dưỡng điện thoại,7,0.0189784606684505,1,0.5,101
Sửa chữa và bảo dưỡng máy giặt,4,4.447417344314748,1,0.5,123
Sửa chữa và bảo dưỡng tủ lạnh,10,0.5567220734877889,0,1.0,147
Sửa chữa và bảo dưỡng TV,10,0.3132436454204332,1,1.0,143
Sửa chữa và bảo dưỡng điện thoại,18,1.0723189907215116,0,1.0,109
Sửa chữa và bảo dưỡng quạt điện,5,25.706246842834908,0,0.5,29
Sửa chữa và bảo dưỡng quạt điện,26,27.046872645422127,0,0.5,77
Sửa chữa và bảo dưỡng laptop,19,4.436925131282879,1,0.0,127
Sửa chữa và bảo dưỡng laptop,37,5.343772016683218,1,0.0,153
Sửa chữa và bảo dưỡng hệ thống nước,22,21.056067510085363,1,0.0,132
Sửa chữa và bảo dưỡng máy giặt,46,4.008721383762602,0,0.5,218
Sửa chữa và bảo dưỡng điện thoại,22,1.5125231113136994,0,0.0,109
Sửa chữa và bảo dưỡng hệ thống nước,42,0.565778995485012,0,0.5,217
Sửa chữa và bảo dưỡng hệ thống nước,26,14.711484511444516,0,0.0,135
Sửa chữa và bảo dưỡng máy tính,32,1.6780428376285998,0,0.5,139
Sửa chữa và bảo dưỡng lò vi sóng,26,1.6667255933588607,0,0.5,129
Sửa chữa và bảo dưỡng tủ lạnh,30,3.521369995536709,0,1.0,174
Sửa chữa và bảo dưỡng TV,11,3.271908775906942,1,0.5,122
Sửa chữa và bảo dưỡng tủ lạnh,14,4.659443276102326,0,1.0,137
Sửa chữa và bảo dưỡng lò vi sóng,8,16.56753240351055,0,0.0,66
Sửa chữa và bảo dưỡng máy tính,30,5.910473495664965,0,1.0,140
Sửa chữa và bảo dưỡng nồi cơm điện,26,24.394450276318807,0,0.0,75
Sửa chữa và bảo dưỡng laptop,21,3.0260812583839627,0,0.5,115
Sửa chữa và bảo dưỡng máy lạnh,9,0.163208384032797,0,0.5,160
Sửa chữa và bảo dưỡng laptop,5,1.4596481417735945,0,0.0,102
Sửa chữa và bảo dưỡng điện thoại,21,0.8160091677935674,1,0.5,128
Sửa chữa và bảo dưỡng xe máy,4,18.30281212055681,0,0.5,63
Sửa chữa và bảo dưỡng laptop,13,0.8485629029082496,0,0.5,142
Sửa chữa và bảo dưỡng nồi cơm điện,20,4.110810287192585,0,0.0,76
Sửa chữa và bảo dưỡng xe máy,17,13.444269903964043,0,0.0,83
Sửa chữa và bảo dưỡng máy tính,2,5.829225264312848,0,1.0,76
Sửa chữa và bảo dưỡng quạt điện,35,1.1115194802056836,0,1.0,125
Sửa chữa và bảo dưỡng hệ thống nước,8,13.932273763727116,1,0.5,134
Sửa chữa và bảo dưỡng hệ thống nước,13,1.4183430903331893,0,1.0,165
Sửa chữa và bảo dưỡng điện dân dụng,1,4.298944477530252,1,1.0,97
Sửa chữa và bảo dưỡng máy lạnh,2,6.519445757136545,0,0.5,155
Sửa chữa và bảo dưỡng điện dân dụng,17,1.365318902438568,0,1.0,136
Sửa chữa và bảo dưỡng lò vi sóng,23,5.316400114880905,0,0.5,115
Sửa chữa và bảo dưỡng laptop,1,2.662447551204516,0,0.0,100
Sửa chữa và bảo dưỡng điện thoại,29,20.25607924036308,1,0.5,111
Sửa chữa và bảo dưỡng điện dân dụng,26,28.40888935572372,1,1.0,134
Sửa chữa và bảo dưỡng ô tô,49,3.7209749043900353,0,1.0,307
Sửa chữa và bảo dưỡng hệ thống nước,4,2.7764841310202586,1,1.0,141
Sửa chữa và bảo dưỡng laptop,27,3.2779619054087235,1,0.5,140
Sửa chữa và bảo dưỡng laptop,12,1.6693631357875196,1,0.5,127
Sửa chữa và bảo dưỡng tủ lạnh,5,5.224031718057542,0,0.0,107
Sửa chữa và bảo dưỡng hệ thống nước,33,17.3863994297296,0,0.5,164
Sửa chữa và bảo dưỡng hệ thống nước,8,6.942593340755158,1,0.5,129
Sửa chữa và bảo dưỡng máy lạnh,23,3.132731681499715,0,0.5,174
Sửa chữa và bảo dưỡng lò vi sóng,13,6.3363508244526265,0,0.5,108
Sửa chữa và bảo dưỡng quạt điện,26,3.0656546882653792,1,1.0,106
Sửa chữa và bảo dưỡng điện thoại,15,1.9076543047386232,1,0.5,99
Sửa chữa và bảo dưỡng lò vi sóng,36,21.12853623883019,1,0.0,125
Sửa chữa và bảo dưỡng điện thoại,26,0.2255037440261029,1,1.0,141
Sửa chữa và bảo dưỡng lò vi sóng,16,8.631794038863156,0,0.5,92
Sửa chữa và bảo dưỡng tủ lạnh,2,7.546493722075144,0,0.0,104
Sửa chữa và bảo dưỡng nồi cơm điện,6,5.018052460509175,0,1.0,61
Sửa chữa và bảo dưỡng tủ lạnh,18,1.811200814780575,0,0.5,158
Sửa chữa và bảo dưỡng ô tô,24,9.689658907272442,0,0.0,227
Sửa chữa và bảo dưỡng nồi cơm điện,7,18.18427624361764,0,0.0,30
Sửa chữa và bảo dưỡng tủ lạnh,4,23.452371437781206,0,1.0,104
Sửa chữa và bảo dưỡng máy lạnh,4,20.034409051739345,0,0.5,120
Sửa chữa và bảo dưỡng điện dân dụng,19,4.529219035573298,1,0.0,118
Sửa chữa và bảo dưỡng điện dân dụng,25,6.170007285658616,0,1.0,156
Sửa chữa và bảo dưỡng điện thoại,36,7.370736401483311,0,0.0,123
Sửa chữa và bảo dưỡng nồi cơm điện,19,1.5632370688529902,1,0.5,104
Sửa chữa và bảo dưỡng hệ thống nước,13,0.6979968543623517,1,0.0,153
Sửa chữa và bảo dưỡng laptop,16,4.454406117674846,1,0.5,125
Sửa chữa và bảo dưỡng laptop,12,20.61689395677347,1,0.5,99
Sửa chữa và bảo dưỡng điện thoại,4,5.867735110053713,1,1.0,77
Sửa chữa và bảo dưỡng máy giặt,5,4.296368412837032,0,1.0,128
Sửa chữa và bảo dưỡng máy giặt,30,29.929085391427044,1,1.0,170
Sửa chữa và bảo dưỡng hệ thống nước,28,27.27641218684958,1,0.0,153
Sửa chữa và bảo dưỡng tủ lạnh,2,0.9306302127527007,0,0.0,130
Sửa chữa và bảo dưỡng laptop,14,7.329923837918053,0,0.0,97
Sửa chữa và bảo dưỡng ô tô,8,0.1810531948579742,1,0.0,231
Sửa chữa và bảo dưỡng lò vi sóng,14,0.3984783133266459,1,0.0,110
Sửa chữa và bảo dưỡng laptop,39,2.487242970330113,1,1.0,201
Sửa chữa và bảo dưỡng TV,1,1.6701590546280711,1,0.5,96
Sửa chữa và bảo dưỡng điện thoại,12,2.101095258226217,0,0.5,86
Sửa chữa và bảo dưỡng máy tính,17,7.252253367868147,0,0.0,88
Sửa chữa và bảo dưỡng nồi cơm điện,17,7.760259183422312,0,0.0,67
Sửa chữa và bảo dưỡng xe máy,14,17.502663694637313,1,0.0,85
Sửa chữa và bảo dưỡng máy in,21,4.836361145257552,1,0.5,126
Sửa chữa và bảo dưỡng xe máy,7,5.0925478968562174,0,0.5,96
Sửa chữa và bảo dưỡng điện thoại,9,6.972837819776579,1,0.0,74
Sửa chữa và bảo dưỡng lò vi sóng,6,7.296472393584635,0,1.0,95
Sửa chữa và bảo dưỡng laptop,20,6.086111843167142,1,0.5,134
Sửa chữa và bảo dưỡng điện dân dụng,4,6.251513511636572,0,0.0,73
Sửa chữa và bảo dưỡng máy giặt,26,1.249176275579596,1,0.0,181
Sửa chữa và bảo dưỡng máy giặt,17,3.538889247649776,0,1.0,166
Sửa chữa và bảo dưỡng máy in,25,2.101738997573464,0,0.5,137
Sửa chữa và bảo dưỡng điện thoại,24,0.6323629018631511,0,0.5,120
Sửa chữa và bảo dưỡng máy lạnh,45,29.310460427780995,1,1.0,233
Sửa chữa và bảo dưỡng máy in,7,1.45098747081831,0,0.0,89
Sửa chữa và bảo dưỡng máy in,20,1.107989857004153,1,0.5,141
Sửa chữa và bảo dưỡng ô tô,2,5.342458102190636,0,1.0,226
Sửa chữa và bảo dưỡng ô tô,8,1.0543806382593286,0,1.0,234
Sửa chữa và bảo dưỡng điện dân dụng,45,4.47631178885237,0,1.0,175
Sửa chữa và bảo dưỡng tủ lạnh,27,7.211185407872357,0,1.0,152
Sửa chữa và bảo dưỡng điện dân dụng,21,24.180401882554637,1,0.5,117
Sửa chữa và bảo dưỡng tủ lạnh,6,0.785963790579212,0,1.0,136
Sửa chữa và bảo dưỡng máy giặt,35,18.151414814745323,0,1.0,159
Sửa chữa và bảo dưỡng nồi cơm điện,19,25.766892421605228,0,0.5,68
Sửa chữa và bảo dưỡng laptop,25,6.775632778304626,0,0.5,137
Sửa chữa và bảo dưỡng TV,9,0.0523767246754984,1,0.5,147
Sửa chữa và bảo dưỡng máy lạnh,10,4.156733657938524,0,0.0,156
Sửa chữa và bảo dưỡng quạt điện,19,3.2831929504533592,0,1.0,76
Sửa chữa và bảo dưỡng máy lạnh,32,0.9188843738956308,0,0.5,211
Sửa chữa và bảo dưỡng máy giặt,3,25.112373652354307,1,0.0,96
Sửa chữa và bảo dưỡng laptop,18,3.524997309613213,0,0.5,141
Sửa chữa và bảo dưỡng laptop,16,25.50954819103629,1,0.0,206
Sửa chữa và bảo dưỡng lò vi sóng,10,4.622270755171025,0,0.0,83
Sửa chữa và bảo dưỡng nồi cơm điện,10,18.016790107173605,0,0.0,44
Sửa chữa và bảo dưỡng máy lạnh,3,23.19381621522219,0,0.0,112
Sửa chữa và bảo dưỡng tủ lạnh,30,27.114883056631257,1,1.0,154
Sửa chữa và bảo dưỡng máy giặt,1,0.4757429028924252,1,1.0,163
Sửa chữa và bảo dưỡng hệ thống nước,1,6.773177516098016,0,1.0,113
Sửa chữa và bảo dưỡng quạt điện,15,10.82577992806436,0,0.0,39
Sửa chữa và bảo dưỡng máy lạnh,11,7.711473651293245,0,0.0,148
Sửa chữa và bảo dưỡng lò vi sóng,21,2.670489918416281,0,0.5,124
Sửa chữa và bảo dưỡng laptop,10,3.626985392337146,1,0.5,108
Sửa chữa và bảo dưỡng hệ thống nước,9,17.47162026143331,0,0.0,105
Sửa chữa và bảo dưỡng nồi cơm điện,8,5.235657501946827,1,0.5,69
Sửa chữa và bảo dưỡng máy giặt,19,9.24320603765022,0,1.0,138
Sửa chữa và bảo dưỡng nồi cơm điện,9,1.247810833181036,0,0.5,72
Sửa chữa và bảo dưỡng xe máy,11,23.256447622009965,0,1.0,85
Sửa chữa và bảo dưỡng hệ thống nước,24,1.121384670122736,0,1.0,166
Sửa chữa và bảo dưỡng tủ lạnh,2,16.061444978319727,0,1.0,98
Sửa chữa và bảo dưỡng nồi cơm điện,45,0.9270508852076812,1,1.0,176
Sửa chữa và bảo dưỡng điện dân dụng,26,3.009976140032423,1,1.0,160
Sửa chữa và bảo dưỡng quạt điện,37,3.026104812966671,0,0.5,163
Sửa chữa và bảo dưỡng laptop,7,5.511654754647651,0,0.0,94
Sửa chữa và bảo dưỡng nồi cơm điện,2,27.437191669461868,0,0.5,22
Sửa chữa và bảo dưỡng máy giặt,24,0.2064154612711619,0,0.0,168
Sửa chữa và bảo dưỡng máy lạnh,6,3.3135794875506868,0,0.5,115
Sửa chữa và bảo dưỡng lò vi sóng,38,24.649150980538053,0,0.0,127
Sửa chữa và bảo dưỡng hệ thống nước,2,21.042766771384542,1,1.0,100
Sửa chữa và bảo dưỡng ô tô,2,5.680356619355009,0,0.5,170
Sửa chữa và bảo dưỡng tủ lạnh,29,3.947669121236713,1,1.0,174
Sửa chữa và bảo dưỡng điện dân dụng,25,0.2006057315680627,0,0.5,147
Sửa chữa và bảo dưỡng hệ thống nước,13,6.661716103245032,1,0.5,122
Sửa chữa và bảo dưỡng máy giặt,14,1.3998177358318276,1,0.5,170
Sửa chữa và bảo dưỡng TV,25,17.05735735819688,0,1.0,124
Sửa chữa và bảo dưỡng xe máy,35,7.404731768191813,0,0.0,130
Sửa chữa và bảo dưỡng ô tô,3,5.367322505521841,1,1.0,221
Sửa chữa và bảo dưỡng hệ thống nước,36,18.335229886277183,1,0.5,156
Sửa chữa và bảo dưỡng máy giặt,21,2.505010241564825,1,1.0,193
Sửa chữa và bảo dưỡng hệ thống nước,5,13.867539068845057,0,0.5,98
Sửa chữa và bảo dưỡng hệ thống nước,34,7.94742974880584,0,0.5,180
Sửa chữa và bảo dưỡng TV,32,4.434412727693633,1,1.0,181
Sửa chữa và bảo dưỡng máy tính,16,0.3771316335374143,1,0.0,112
Sửa chữa và bảo dưỡng máy in,5,0.2136720862071649,0,1.0,103
Sửa chữa và bảo dưỡng TV,1,2.6872283045962684,0,0.5,108
Sửa chữa và bảo dưỡng tủ lạnh,32,19.82353161942373,0,0.0,135
Sửa chữa và bảo dưỡng lò vi sóng,9,2.76982875033791,0,0.0,102
Sửa chữa và bảo dưỡng điện thoại,44,7.342120720002875,0,1.0,152
Sửa chữa và bảo dưỡng tủ lạnh,12,11.60790191002435,1,0.0,135
Sửa chữa và bảo dưỡng lò vi sóng,22,1.32301429946832,1,0.5,142
Sửa chữa và bảo dưỡng máy in,20,6.4789429449098535,1,1.0,116
Sửa chữa và bảo dưỡng tủ lạnh,9,4.859275040986187,0,1.0,74
Sửa chữa và bảo dưỡng máy lạnh,37,4.251151617264126,0,0.5,215
Sửa chữa và bảo dưỡng máy tính,30,6.748903717580144,0,0.5,129
Sửa chữa và bảo dưỡng quạt điện,14,8.847343030747037,1,0.0,49
Sửa chữa và bảo dưỡng hệ thống nước,36,7.674771134938426,1,0.0,162
Sửa chữa và bảo dưỡng xe máy,7,7.7814379266712,0,0.5,87
Sửa chữa và bảo dưỡng ô tô,9,3.1327452129674045,0,1.0,220
Sửa chữa và bảo dưỡng nồi cơm điện,6,7.155488747597827,1,0.5,62
Sửa chữa và bảo dưỡng máy giặt,6,9.132555725246768,0,0.0,111
Sửa chữa và bảo dưỡng máy in,5,2.6441349809146084,1,0.5,103
Sửa chữa và bảo dưỡng máy in,18,4.7813313426956245,0,0.0,88
Sửa chữa và bảo dưỡng nồi cơm điện,8,17.514646815799487,0,0.5,40
Sửa chữa và bảo dưỡng quạt điện,34,0.5700992395066399,1,0.0,125
Sửa chữa và bảo dưỡng máy tính,8,24.667422564310037,0,0.0,59
Sửa chữa và bảo dưỡng ô tô,42,3.791256129789944,1,0.0,296
Sửa chữa và bảo dưỡng quạt điện,6,0.5534196307995722,0,1.0,75
Sửa chữa và bảo dưỡng điện thoại,32,14.08395501077626,0,0.5,94
Sửa chữa và bảo dưỡng TV,16,2.47258138999956,0,0.5,130
Sửa chữa và bảo dưỡng laptop,20,4.797333160703559,0,0.5,114
Sửa chữa và bảo dưỡng điện dân dụng,3,26.11155186313276,0,0.0,70
Sửa chữa và bảo dưỡng ô tô,28,1.5266873011988185,1,0.5,254
Sửa chữa và bảo dưỡng tủ lạnh,1,1.6769388553505955,1,0.5,116
Sửa chữa và bảo dưỡng máy in,22,4.026938803392372,0,0.5,111
Sửa chữa và bảo dưỡng máy lạnh,14,0.5653842379543973,1,1.0,192
Sửa chữa và bảo dưỡng điện dân dụng,8,4.416815098554032,1,1.0,111
Sửa chữa và bảo dưỡng xe máy,21,9.660495735465828,1,0.5,113
Sửa chữa và bảo dưỡng máy lạnh,11,2.866127183420753,0,1.0,167
Sửa chữa và bảo dưỡng tủ lạnh,6,7.9844672892756465,0,0.5,118
Sửa chữa và bảo dưỡng tủ lạnh,17,18.65443880681368,1,1.0,129
Sửa chữa và bảo dưỡng điện dân dụng,29,22.88839005079384,0,0.5,120
Sửa chữa và bảo dưỡng máy giặt,9,0.3159135532435423,1,0.0,139
Sửa chữa và bảo dưỡng TV,5,2.536958732273069,1,0.5,117
Sửa chữa và bảo dưỡng ô tô,30,14.938370358373325,1,0.0,238
Sửa chữa và bảo dưỡng máy lạnh,37,8.205805282216385,0,0.0,182
Sửa chữa và bảo dưỡng điện dân dụng,2,8.721358331756372,0,1.0,75
Sửa chữa và bảo dưỡng TV,23,2.3791946543660885,0,0.0,142
Sửa chữa và bảo dưỡng máy lạnh,37,3.1345531560102664,0,0.0,197
Sửa chữa và bảo dưỡng xe máy,24,6.053012642332899,0,0.0,120
Sửa chữa và bảo dưỡng máy lạnh,1,26.477892313662437,0,0.5,119
Sửa chữa và bảo dưỡng laptop,27,24.719001646543028,0,0.0,117
Sửa chữa và bảo dưỡng máy lạnh,4,3.2755808114563623,1,0.5,153
Sửa chữa và bảo dưỡng nồi cơm điện,10,4.225660341872765,0,1.0,64
Sửa chữa và bảo dưỡng ô tô,22,10.078688070756233,0,0.5,233
Sửa chữa và bảo dưỡng máy lạnh,29,2.196574117570228,0,1.0,209
Sửa chữa và bảo dưỡng máy lạnh,3,6.852928702948959,0,1.0,171
Sửa chữa và bảo dưỡng laptop,33,19.28841113079657,0,1.0,135
Sửa chữa và bảo dưỡng máy in,8,4.185264633985659,1,0.5,92
Sửa chữa và bảo dưỡng tủ lạnh,16,13.252632888467936,1,0.0,149
Sửa chữa và bảo dưỡng nồi cơm điện,16,2.593551946640109,1,0.0,91
Sửa chữa và bảo dưỡng quạt điện,18,27.636561445533093,0,1.0,62
Sửa chữa và bảo dưỡng máy tính,19,6.501364148661825,1,1.0,126
Sửa chữa và bảo dưỡng máy giặt,11,0.1718933258479773,1,0.0,146
Sửa chữa và bảo dưỡng laptop,24,3.49102598646187,1,0.0,134
Sửa chữa và bảo dưỡng điện thoại,38,5.642853463732141,0,0.5,139
Sửa chữa và bảo dưỡng TV,17,0.226245156799584,0,1.0,151
Sửa chữa và bảo dưỡng TV,9,1.177523071654208,1,1.0,135
Sửa chữa và bảo dưỡng xe máy,16,23.052020170656917,1,0.5,112
Sửa chữa và bảo dưỡng máy tính,19,23.842735487162614,0,0.5,89
Sửa chữa và bảo dưỡng ô tô,20,16.931834216690174,0,0.0,172
Sửa chữa và bảo dưỡng quạt điện,26,2.7573438191494306,1,0.0,105
Sửa chữa và bảo dưỡng laptop,30,5.08120938511102,1,0.0,147
Sửa chữa và bảo dưỡng tủ lạnh,11,2.758863902507989,0,0.0,141
Sửa chữa và bảo dưỡng xe máy,23,7.355567844583531,0,0.0,107
Sửa chữa và bảo dưỡng máy in,19,3.097884905151393,0,0.0,88
Sửa chữa và bảo dưỡng laptop,27,24.09892416461236,1,0.5,138
Sửa chữa và bảo dưỡng máy in,5,1.5882118900701807,0,0.0,88
Sửa chữa và bảo dưỡng ô tô,24,0.4594753117764951,0,1.0,260
Sửa chữa và bảo dưỡng máy tính,39,24.751838909568598,0,0.0,115
Sửa chữa và bảo dưỡng nồi cơm điện,7,7.072143673947654,1,1.0,89
Sửa chữa và bảo dưỡng điện dân dụng,7,0.237798533049521,0,1.0,127
Sửa chữa và bảo dưỡng xe máy,13,1.4164270114211588,0,0.0,106
Sửa chữa và bảo dưỡng máy giặt,24,2.1447693792633733,1,1.0,185
Sửa chữa và bảo dưỡng máy giặt,6,3.5623401945210733,0,0.5,136
Sửa chữa và bảo dưỡng ô tô,10,2.1251327374793183,0,0.0,197
Sửa chữa và bảo dưỡng điện thoại,6,2.877267865128659,1,0.5,82
Sửa chữa và bảo dưỡng máy lạnh,29,10.387436233724843,0,1.0,186
Sửa chữa và bảo dưỡng nồi cơm điện,20,4.600400494159203,0,0.0,89
Sửa chữa và bảo dưỡng lò vi sóng,3,28.86820896750871,0,0.0,61
Sửa chữa và bảo dưỡng điện dân dụng,16,4.058759804932031,1,0.0,122
Sửa chữa và bảo dưỡng quạt điện,1,15.78900669509054,0,0.5,20
Sửa chữa và bảo dưỡng máy lạnh,41,4.36327582015463,0,0.0,212
Sửa chữa và bảo dưỡng điện thoại,16,0.0548999601119114,1,0.0,102
Sửa chữa và bảo dưỡng TV,17,18.892474382186265,0,1.0,114
Sửa chữa và bảo dưỡng tủ lạnh,16,1.4084055450296569,1,0.5,164
Sửa chữa và bảo dưỡng ô tô,28,5.140768771226934,1,1.0,241
Sửa chữa và bảo dưỡng lò vi sóng,2,0.6015245564527456,0,0.5,98
Sửa chữa và bảo dưỡng TV,12,1.902229063863746,1,1.0,128
Sửa chữa và bảo dưỡng quạt điện,33,4.8013569263492455,0,0.5,104
Sửa chữa và bảo dưỡng máy in,2,28.34510799766452,1,1.0,72
Sửa chữa và bảo dưỡng điện dân dụng,12,12.265471391344471,1,1.0,109
Sửa chữa và bảo dưỡng TV,10,18.082972905384665,1,1.0,105
Sửa chữa và bảo dưỡng ô tô,3,8.704558715092029,0,1.0,181
Sửa chữa và bảo dưỡng quạt điện,3,1.3262885922772345,0,0.5,52
Sửa chữa và bảo dưỡng ô tô,9,1.035098899395188,1,0.0,207
Sửa chữa và bảo dưỡng quạt điện,6,4.273775919463322,0,1.0,53
Sửa chữa và bảo dưỡng TV,14,2.7334264606733614,0,1.0,132
Sửa chữa và bảo dưỡng máy giặt,17,0.0957610253236305,0,0.0,160
Sửa chữa và bảo dưỡng điện dân dụng,12,18.661407644219214,0,1.0,93
Sửa chữa và bảo dưỡng điện thoại,7,1.3981023585001109,0,0.0,65
Sửa chữa và bảo dưỡng máy in,15,2.608370821974148,1,1.0,124
Sửa chữa và bảo dưỡng hệ thống nước,32,10.020022599025332,1,0.0,155
Sửa chữa và bảo dưỡng máy lạnh,17,0.0130053258280238,1,1.0,210
Sửa chữa và bảo dưỡng nồi cơm điện,6,0.5802898782242095,0,0.0,69
Sửa chữa và bảo dưỡng máy tính,10,2.6542301545200666,0,0.5,91
Sửa chữa và bảo dưỡng laptop,3,0.9512256011826624,0,1.0,122
Sửa chữa và bảo dưỡng máy lạnh,17,0.1885222098613742,1,0.0,169
Sửa chữa và bảo dưỡng máy tính,3,0.8686479692468942,1,1.0,113
Sửa chữa và bảo dưỡng nồi cơm điện,22,2.275080966872798,0,1.0,108
Sửa chữa và bảo dưỡng quạt điện,27,0.7915796566708898,1,0.0,108
Sửa chữa và bảo dưỡng TV,20,6.812093419891459,0,0.0,137
Sửa chữa và bảo dưỡng máy in,15,5.774806324799509,0,0.0,94
Sửa chữa và bảo dưỡng lò vi sóng,10,25.276301919235504,1,0.5,87
Sửa chữa và bảo dưỡng tủ lạnh,12,22.31815040004623,1,1.0,124
Sửa chữa và bảo dưỡng điện thoại,3,2.291573274342415,0,0.5,66
Sửa chữa và bảo dưỡng máy in,4,1.7684211397873182,1,0.5,102
Sửa chữa và bảo dưỡng hệ thống nước,19,26.317910017743426,1,0.5,132
Sửa chữa và bảo dưỡng lò vi sóng,10,4.230343049860527,0,1.0,108
Sửa chữa và bảo dưỡng máy tính,21,2.423885192291282,0,1.0,140
Sửa chữa và bảo dưỡng điện thoại,24,7.04238516361184,1,0.5,107
