service,distance,experience,hour,is_peak_hour,rain_ratio,completion_time
Sửa chữa và bảo dưỡng xe máy,4,4.942204729264372,16,1,0.5,100
Sửa chữa và bảo dưỡng máy tính,27,20.91078314078706,18,1,1.0,115
Sửa chữa và bảo dưỡng hệ thống nước,6,0.11927262741864697,13,0,0.0,132
Sửa chữa và bảo dưỡng điện thoại,42,3.3431004838231217,11,0,1.0,159
Sửa chữa và bảo dưỡng máy in,19,3.097884905151393,10,0,0.0,88
Sửa chữa và bảo dưỡng lò vi sóng,19,0.27616596329238685,9,1,0.5,144
Sửa chữa và bảo dưỡng máy giặt,18,14.463120541857139,6,0,1.0,142
Sửa chữa và bảo dưỡng quạt điện,12,16.220193634738784,6,0,0.5,40
Sửa chữa và bảo dưỡng quạt điện,12,9.979771902236187,6,0,1.0,49
Sửa chữa và bảo dưỡng ô tô,28,16.279340811065502,1,0,0.0,214
Sửa chữa và bảo dưỡng hệ thống nước,22,0.046335322666425705,1,0,0.0,155
Sửa chữa và bảo dưỡng xe máy,49,0.8345217596259711,20,0,0.5,197
Sửa chữa và bảo dưỡng máy in,1,20.358566994153517,12,0,1.0,62
Sửa chữa và bảo dưỡng ô tô,31,5.160153956560925,15,1,0.0,245
Sửa chữa và bảo dưỡng điện thoại,3,2.4102885259556865,9,1,1.0,89
Sửa chữa và bảo dưỡng máy lạnh,25,2.7840605662921716,2,0,1.0,200
Sửa chữa và bảo dưỡng hệ thống nước,3,0.8499669460931923,11,0,0.0,121
Sửa chữa và bảo dưỡng máy tính,27,1.849731537001132,19,1,0.0,134
Sửa chữa và bảo dưỡng lò vi sóng,11,5.190050306193954,5,0,1.0,115
Sửa chữa và bảo dưỡng điện dân dụng,41,6.79928058419927,22,0,0.5,166
Sửa chữa và bảo dưỡng ô tô,6,5.420947710100886,21,0,0.0,159
Sửa chữa và bảo dưỡng điện dân dụng,11,14.748105328229272,22,0,0.5,86
Sửa chữa và bảo dưỡng điện thoại,42,1.3642887484241983,22,0,0.5,156
Sửa chữa và bảo dưỡng máy lạnh,31,21.016152922543718,2,0,1.0,196
Sửa chữa và bảo dưỡng máy in,21,2.3095648301967393,2,0,1.0,133
Sửa chữa và bảo dưỡng lò vi sóng,9,4.389335843011182,14,1,0.5,105
Sửa chữa và bảo dưỡng điện thoại,22,4.762269930182976,10,0,0.0,83
Sửa chữa và bảo dưỡng lò vi sóng,9,16.18158398329566,10,0,0.5,73
Sửa chữa và bảo dưỡng TV,33,6.831354067304437,3,0,0.5,171
Sửa chữa và bảo dưỡng TV,31,5.8751254845932,12,0,1.0,161
Sửa chữa và bảo dưỡng laptop,15,5.9912958699094006,20,0,0.5,103
Sửa chữa và bảo dưỡng xe máy,13,14.811624392323008,6,0,1.0,87
Sửa chữa và bảo dưỡng máy tính,41,0.956395224132208,23,0,0.5,163
Sửa chữa và bảo dưỡng nồi cơm điện,3,3.5966032985965852,9,1,0.5,54
Sửa chữa và bảo dưỡng quạt điện,22,15.715610026752252,22,0,0.0,59
Sửa chữa và bảo dưỡng tủ lạnh,8,5.6215301399637525,14,1,0.5,130
Sửa chữa và bảo dưỡng laptop,2,5.378232218808169,15,1,1.0,110
Sửa chữa và bảo dưỡng xe máy,2,3.2425601017892602,12,0,0.5,73
Sửa chữa và bảo dưỡng máy giặt,6,2.1348372085433125,22,0,0.0,122
Sửa chữa và bảo dưỡng quạt điện,29,14.0915419224396,1,0,0.0,70
Sửa chữa và bảo dưỡng nồi cơm điện,18,10.936150467514464,8,1,0.0,70
Sửa chữa và bảo dưỡng điện thoại,14,2.0259225257612363,5,0,0.0,74
Sửa chữa và bảo dưỡng laptop,14,5.134956663691858,21,0,0.5,117
Sửa chữa và bảo dưỡng điện thoại,31,11.021804580475555,14,1,0.0,102
Sửa chữa và bảo dưỡng tủ lạnh,29,10.54278077470529,3,0,0.0,149
Sửa chữa và bảo dưỡng máy giặt,4,3.230423480674695,18,1,0.5,122
Sửa chữa và bảo dưỡng máy tính,20,7.445934556925726,13,0,0.5,112
Sửa chữa và bảo dưỡng máy lạnh,26,21.207517899693684,19,1,1.0,179
Sửa chữa và bảo dưỡng ô tô,18,4.297441610340132,9,1,0.0,216
Sửa chữa và bảo dưỡng máy lạnh,28,0.6240114312759034,5,0,0.5,194
Sửa chữa và bảo dưỡng lò vi sóng,29,11.784275319100315,5,0,0.0,112
Sửa chữa và bảo dưỡng điện thoại,6,2.2411039213680235,9,1,0.0,73
Sửa chữa và bảo dưỡng ô tô,14,14.129685726221233,21,0,1.0,202
Sửa chữa và bảo dưỡng quạt điện,16,26.39538095593565,13,0,1.0,63
Sửa chữa và bảo dưỡng xe máy,1,20.82787180734158,14,1,1.0,78
Sửa chữa và bảo dưỡng tủ lạnh,3,2.7044076851827685,12,0,1.0,118
Sửa chữa và bảo dưỡng quạt điện,29,7.570480680476161,9,1,1.0,114
Sửa chữa và bảo dưỡng ô tô,41,0.3304609187388806,18,1,1.0,310
Sửa chữa và bảo dưỡng laptop,22,6.843026633972576,10,0,0.0,81
Sửa chữa và bảo dưỡng TV,33,3.49695074024974,1,0,0.0,162
Sửa chữa và bảo dưỡng lò vi sóng,21,0.34731233097236525,10,0,0.0,129
Sửa chữa và bảo dưỡng tủ lạnh,10,2.397209487535493,17,1,0.5,128
Sửa chữa và bảo dưỡng laptop,9,21.823295345781958,23,0,0.0,90
Sửa chữa và bảo dưỡng điện thoại,32,8.191766890499085,23,0,1.0,107
Sửa chữa và bảo dưỡng điện thoại,44,6.487062146823213,19,1,0.5,151
Sửa chữa và bảo dưỡng lò vi sóng,10,3.1721104995682063,11,0,0.0,101
Sửa chữa và bảo dưỡng máy in,16,0.23446477096535034,19,1,0.5,129
Sửa chữa và bảo dưỡng TV,32,7.14264720225056,20,0,1.0,175
Sửa chữa và bảo dưỡng lò vi sóng,6,19.033753917248973,13,0,0.0,56
Sửa chữa và bảo dưỡng máy giặt,40,16.198647757989015,10,0,1.0,185
Sửa chữa và bảo dưỡng điện thoại,45,2.254465672112868,13,0,0.0,141
Sửa chữa và bảo dưỡng laptop,2,12.841262957787157,4,0,0.0,74
Sửa chữa và bảo dưỡng lò vi sóng,20,5.235856893002477,5,0,1.0,137
Sửa chữa và bảo dưỡng máy tính,22,2.8295648722508293,11,0,1.0,125
Sửa chữa và bảo dưỡng quạt điện,24,11.445834012486975,16,1,0.0,72
Sửa chữa và bảo dưỡng máy in,27,5.084124717270507,19,1,1.0,145
Sửa chữa và bảo dưỡng máy tính,25,11.015637267401123,12,0,1.0,108
Sửa chữa và bảo dưỡng máy lạnh,35,8.54827997668975,6,0,0.5,197
Sửa chữa và bảo dưỡng hệ thống nước,2,4.181505978425646,19,1,0.0,107
Sửa chữa và bảo dưỡng máy giặt,23,24.29008391706597,11,0,0.5,148
Sửa chữa và bảo dưỡng máy lạnh,8,8.793122304434494,4,0,0.0,126
Sửa chữa và bảo dưỡng lò vi sóng,28,20.89618209031927,7,1,0.5,128
Sửa chữa và bảo dưỡng quạt điện,7,1.851158979532166,7,1,1.0,78
Sửa chữa và bảo dưỡng quạt điện,23,6.750055877332454,14,1,0.5,85
Sửa chữa và bảo dưỡng điện dân dụng,18,28.600224496967485,7,1,0.0,105
Sửa chữa và bảo dưỡng điện thoại,8,6.231000673802166,10,0,1.0,66
Sửa chữa và bảo dưỡng hệ thống nước,39,4.966561006197755,8,1,0.0,182
Sửa chữa và bảo dưỡng hệ thống nước,2,0.1255896087964472,5,0,0.5,127
Sửa chữa và bảo dưỡng máy in,24,5.380778994439096,9,1,0.0,118
Sửa chữa và bảo dưỡng laptop,27,14.563206938662315,13,0,0.0,116
Sửa chữa và bảo dưỡng ô tô,27,19.6245390891958,15,1,1.0,216
Sửa chữa và bảo dưỡng quạt điện,43,5.622505177918935,19,1,0.5,132
Sửa chữa và bảo dưỡng laptop,6,7.23753413252544,23,0,0.5,100
Sửa chữa và bảo dưỡng quạt điện,10,10.992499919501396,1,0,0.5,44
Sửa chữa và bảo dưỡng quạt điện,10,5.059854313787574,23,0,0.0,47
Sửa chữa và bảo dưỡng máy in,25,2.6791264636775187,15,1,0.0,138
Sửa chữa và bảo dưỡng ô tô,5,7.168645811675349,12,0,1.0,190
Sửa chữa và bảo dưỡng nồi cơm điện,4,4.987113974459316,2,0,0.5,46
Sửa chữa và bảo dưỡng điện thoại,13,1.4593618379874178,21,0,0.0,84
Sửa chữa và bảo dưỡng máy giặt,23,19.201175171057663,19,1,0.0,135
Sửa chữa và bảo dưỡng laptop,7,0.5547752301275067,9,1,1.0,122
Sửa chữa và bảo dưỡng nồi cơm điện,30,5.387901420346694,3,0,0.0,101
Sửa chữa và bảo dưỡng máy tính,9,2.2013322687714614,22,0,0.5,83
Sửa chữa và bảo dưỡng TV,16,1.2891068757436797,22,0,0.0,133
Sửa chữa và bảo dưỡng quạt điện,24,5.7724097988278995,6,0,1.0,90
Sửa chữa và bảo dưỡng tủ lạnh,30,5.370169446228262,4,0,1.0,179
Sửa chữa và bảo dưỡng máy lạnh,4,28.029369440429136,9,1,0.0,140
Sửa chữa và bảo dưỡng máy tính,25,1.9990263470003737,0,0,0.0,107
Sửa chữa và bảo dưỡng quạt điện,24,6.908099040909631,20,0,1.0,89
Sửa chữa và bảo dưỡng điện dân dụng,11,1.5999542703316596,13,0,0.0,117
Sửa chữa và bảo dưỡng máy in,36,1.710539105961685,2,0,0.0,154
Sửa chữa và bảo dưỡng TV,5,7.47609457673347,18,1,0.5,103
Sửa chữa và bảo dưỡng laptop,20,13.690319580361521,9,1,1.0,128
Sửa chữa và bảo dưỡng máy giặt,16,2.3370345660985405,8,1,0.5,168
Sửa chữa và bảo dưỡng laptop,19,23.272368274440492,2,0,1.0,121
Sửa chữa và bảo dưỡng điện dân dụng,31,5.595998843658202,23,0,0.5,145
Sửa chữa và bảo dưỡng quạt điện,47,22.036503280359362,18,1,0.0,124
Sửa chữa và bảo dưỡng điện dân dụng,5,5.2751314635253,15,1,0.0,92
Sửa chữa và bảo dưỡng tủ lạnh,11,4.154509319866861,6,0,0.5,156
Sửa chữa và bảo dưỡng xe máy,17,0.42042921562267843,19,1,0.0,126
Sửa chữa và bảo dưỡng máy giặt,14,1.792659857685881,22,0,1.0,177
Sửa chữa và bảo dưỡng xe máy,3,0.30466765785192174,9,1,1.0,125
Sửa chữa và bảo dưỡng máy in,43,0.10916869620256942,19,1,0.5,187
Sửa chữa và bảo dưỡng máy giặt,13,6.251503942181788,22,0,1.0,145
Sửa chữa và bảo dưỡng hệ thống nước,8,16.56642172874096,17,1,0.0,103
Sửa chữa và bảo dưỡng máy lạnh,35,18.997670618988685,3,0,0.0,159
Sửa chữa và bảo dưỡng máy lạnh,32,0.9188843738956309,22,0,0.5,211
Sửa chữa và bảo dưỡng quạt điện,21,7.446053975054332,9,1,0.5,90
Sửa chữa và bảo dưỡng điện dân dụng,30,26.91722278942484,3,0,0.5,126
Sửa chữa và bảo dưỡng TV,6,1.833312219329409,11,0,0.0,121
Sửa chữa và bảo dưỡng xe máy,26,5.010786784084772,9,1,0.0,126
Sửa chữa và bảo dưỡng ô tô,17,15.270618837921145,23,0,1.0,215
Sửa chữa và bảo dưỡng hệ thống nước,18,6.167915176919009,13,0,1.0,135
Sửa chữa và bảo dưỡng nồi cơm điện,18,14.539972235632318,22,0,0.5,75
Sửa chữa và bảo dưỡng máy giặt,25,3.8406284712458607,6,0,0.0,154
Sửa chữa và bảo dưỡng ô tô,9,0.3329765532152922,4,0,0.0,221
Sửa chữa và bảo dưỡng máy giặt,5,5.42539050023157,12,0,0.0,120
Sửa chữa và bảo dưỡng máy tính,4,1.0411374877436539,22,0,0.5,72
Sửa chữa và bảo dưỡng xe máy,1,23.435925097191085,13,0,1.0,63
Sửa chữa và bảo dưỡng quạt điện,9,20.38635358442537,0,0,0.0,33
Sửa chữa và bảo dưỡng hệ thống nước,15,3.844346697106808,8,1,0.5,135
Sửa chữa và bảo dưỡng ô tô,15,5.104599197007408,13,0,0.0,162
Sửa chữa và bảo dưỡng lò vi sóng,23,24.82187790733511,5,0,0.5,103
Sửa chữa và bảo dưỡng tủ lạnh,31,0.9367950814836342,19,1,0.0,197
Sửa chữa và bảo dưỡng điện dân dụng,31,0.24154905797559956,3,0,0.0,160
Sửa chữa và bảo dưỡng máy in,20,4.119655980201066,16,1,0.0,124
Sửa chữa và bảo dưỡng nồi cơm điện,6,0.006820858815378195,5,0,0.0,63
Sửa chữa và bảo dưỡng quạt điện,27,4.151627670979488,10,0,0.5,91
Sửa chữa và bảo dưỡng hệ thống nước,15,0.6982204421724831,9,1,1.0,155
Sửa chữa và bảo dưỡng máy lạnh,29,11.933646690908072,2,0,0.0,177
Sửa chữa và bảo dưỡng hệ thống nước,30,2.2295908597134644,18,1,0.5,181
Sửa chữa và bảo dưỡng tủ lạnh,8,15.481434205534491,22,0,0.5,108
Sửa chữa và bảo dưỡng hệ thống nước,31,12.82777633553819,12,0,0.0,137
Sửa chữa và bảo dưỡng hệ thống nước,37,3.7143436342177854,22,0,1.0,185
Sửa chữa và bảo dưỡng máy in,17,27.22535386032223,23,0,1.0,101
Sửa chữa và bảo dưỡng hệ thống nước,25,2.448032525473388,2,0,0.0,186
Sửa chữa và bảo dưỡng máy in,5,2.0587124698824364,10,0,0.0,78
Sửa chữa và bảo dưỡng máy in,30,8.2763213138634,23,0,1.0,124
Sửa chữa và bảo dưỡng điện thoại,9,14.639934531119984,15,1,0.0,54
Sửa chữa và bảo dưỡng hệ thống nước,39,2.6122570589956586,15,1,0.0,188
Sửa chữa và bảo dưỡng máy in,3,20.772664865606885,13,0,0.0,52
Sửa chữa và bảo dưỡng máy tính,11,3.960604506073298,3,0,0.5,81
Sửa chữa và bảo dưỡng xe máy,32,1.6450662522337758,16,1,0.5,163
Sửa chữa và bảo dưỡng điện dân dụng,10,3.1122262548780313,21,0,0.5,91
Sửa chữa và bảo dưỡng máy giặt,26,7.016971153381388,21,0,1.0,210
Sửa chữa và bảo dưỡng hệ thống nước,19,3.2611827822205526,7,1,1.0,157
Sửa chữa và bảo dưỡng nồi cơm điện,17,9.045763232845328,20,0,0.0,66
Sửa chữa và bảo dưỡng ô tô,11,1.2637046457017838,22,0,0.0,206
Sửa chữa và bảo dưỡng máy in,25,0.5686863714459304,18,1,1.0,145
Sửa chữa và bảo dưỡng điện thoại,14,4.081951191705045,21,0,0.0,81
Sửa chữa và bảo dưỡng xe máy,13,16.152695776301524,15,1,1.0,100
Sửa chữa và bảo dưỡng lò vi sóng,7,3.372534503680331,3,0,0.5,96
Sửa chữa và bảo dưỡng hệ thống nước,9,16.229332648221835,15,1,1.0,139
Sửa chữa và bảo dưỡng laptop,28,19.972442708753103,16,1,0.0,133
Sửa chữa và bảo dưỡng máy in,11,2.9803021481086835,4,0,0.0,86
Sửa chữa và bảo dưỡng quạt điện,2,19.130456390987206,15,1,0.0,27
Sửa chữa và bảo dưỡng ô tô,14,5.752255348700953,10,0,0.5,226
Sửa chữa và bảo dưỡng tủ lạnh,21,16.534364858217227,2,0,0.0,126
Sửa chữa và bảo dưỡng máy tính,37,5.511512314842358,9,1,1.0,171
Sửa chữa và bảo dưỡng điện thoại,40,28.721695985715495,21,0,0.0,119
Sửa chữa và bảo dưỡng lò vi sóng,39,24.438148937767668,10,0,0.0,130
Sửa chữa và bảo dưỡng quạt điện,2,2.840516646525442,7,1,1.0,64
Sửa chữa và bảo dưỡng quạt điện,8,7.644791439887857,14,1,0.5,58
Sửa chữa và bảo dưỡng xe máy,21,24.26205414620163,20,0,1.0,111
Sửa chữa và bảo dưỡng lò vi sóng,16,6.238981405453643,8,1,0.5,121
Sửa chữa và bảo dưỡng xe máy,11,4.871569923875639,23,0,0.0,92
Sửa chữa và bảo dưỡng điện dân dụng,2,0.9675185669634594,14,1,0.5,121
Sửa chữa và bảo dưỡng máy tính,14,1.3400031733842463,7,1,0.0,115
Sửa chữa và bảo dưỡng laptop,23,28.679942557755844,0,0,1.0,126
Sửa chữa và bảo dưỡng máy giặt,21,9.551522803510403,2,0,0.0,130
Sửa chữa và bảo dưỡng hệ thống nước,15,22.326798401607377,16,1,0.0,122
Sửa chữa và bảo dưỡng lò vi sóng,13,0.7957737904525386,18,1,1.0,140
Sửa chữa và bảo dưỡng laptop,2,5.948560661319906,4,0,0.5,88
Sửa chữa và bảo dưỡng điện thoại,6,4.141768562746869,1,0,1.0,147
Sửa chữa và bảo dưỡng hệ thống nước,36,0.974572520176815,9,1,0.0,210
Sửa chữa và bảo dưỡng điện dân dụng,39,25.35855528245975,7,1,0.0,166
Sửa chữa và bảo dưỡng máy lạnh,3,4.1746952275254845,8,1,1.0,102
Sửa chữa và bảo dưỡng xe máy,18,0.42689273639395264,11,0,0.0,129
Sửa chữa và bảo dưỡng điện dân dụng,28,3.616944827883594,0,0,1.0,152
Sửa chữa và bảo dưỡng máy in,48,22.2301445640122,2,0,0.5,159
Sửa chữa và bảo dưỡng máy in,12,12.039481427836797,19,1,0.5,69
Sửa chữa và bảo dưỡng xe máy,7,10.770911393676258,15,1,0.5,93
Sửa chữa và bảo dưỡng hệ thống nước,11,18.875772057505664,1,0,0.0,120
Sửa chữa và bảo dưỡng điện thoại,3,3.82147379495715,14,1,0.5,66
Sửa chữa và bảo dưỡng ô tô,4,28.903879433918284,17,1,0.5,196
Sửa chữa và bảo dưỡng máy in,43,16.231816725768567,6,0,0.5,141
Sửa chữa và bảo dưỡng máy tính,7,1.4093464507195272,15,1,1.0,90
Sửa chữa và bảo dưỡng máy lạnh,16,0.2535465274836556,1,0,0.0,170
Sửa chữa và bảo dưỡng nồi cơm điện,15,0.9921303536473846,20,0,0.5,97
Sửa chữa và bảo dưỡng laptop,3,11.932101104194626,13,0,0.0,67
Sửa chữa và bảo dưỡng nồi cơm điện,4,14.490685218407151,10,0,0.0,36
Sửa chữa và bảo dưỡng tủ lạnh,11,23.74629664960543,0,0,0.0,89
Sửa chữa và bảo dưỡng ô tô,7,3.3044038871372194,8,1,0.5,212
Sửa chữa và bảo dưỡng ô tô,5,1.6627047733479876,5,0,1.0,211
Sửa chữa và bảo dưỡng nồi cơm điện,3,5.359767721998556,10,0,0.0,45
Sửa chữa và bảo dưỡng lò vi sóng,34,0.7813734011726609,15,1,0.5,157
Sửa chữa và bảo dưỡng máy lạnh,5,3.627517718816007,4,0,1.0,147
Sửa chữa và bảo dưỡng nồi cơm điện,3,2.407919088232621,16,1,0.5,69
Sửa chữa và bảo dưỡng điện dân dụng,29,22.888390050793838,20,0,0.5,120
Sửa chữa và bảo dưỡng TV,11,27.96410001861772,4,0,0.5,94
Sửa chữa và bảo dưỡng ô tô,21,14.560287018250522,1,0,1.0,222
Sửa chữa và bảo dưỡng máy lạnh,32,19.27879340404501,13,0,0.0,173
Sửa chữa và bảo dưỡng điện thoại,4,7.14216794016458,19,1,0.5,81
Sửa chữa và bảo dưỡng hệ thống nước,2,6.71041280452039,21,0,0.5,113
Sửa chữa và bảo dưỡng tủ lạnh,1,2.557514552496686,5,0,0.5,110
Sửa chữa và bảo dưỡng điện thoại,29,2.5362625174395275,2,0,0.0,118
Sửa chữa và bảo dưỡng nồi cơm điện,35,25.20324689948781,16,1,1.0,116
Sửa chữa và bảo dưỡng hệ thống nước,3,3.6548939821821036,8,1,0.5,96
Sửa chữa và bảo dưỡng xe máy,9,0.05843031113764208,21,0,0.0,98
Sửa chữa và bảo dưỡng điện dân dụng,21,0.6740461471894478,11,0,0.0,150
Sửa chữa và bảo dưỡng quạt điện,20,0.9996381692748153,21,0,0.5,92
Sửa chữa và bảo dưỡng máy tính,9,1.1536972482948742,8,1,0.5,105
Sửa chữa và bảo dưỡng lò vi sóng,12,0.949244979036578,4,0,0.5,111
Sửa chữa và bảo dưỡng điện dân dụng,10,2.199364575240808,10,0,0.0,100
Sửa chữa và bảo dưỡng hệ thống nước,9,0.16898901189173143,5,0,0.5,154
Sửa chữa và bảo dưỡng máy giặt,17,1.0871803560414337,21,0,0.5,157
Sửa chữa và bảo dưỡng laptop,30,3.3905768241248646,21,0,1.0,158
Sửa chữa và bảo dưỡng laptop,10,4.2736980502387105,1,0,1.0,112
Sửa chữa và bảo dưỡng điện thoại,41,23.795181001422414,4,0,1.0,133
Sửa chữa và bảo dưỡng điện thoại,17,9.049419890452972,11,0,0.0,67
Sửa chữa và bảo dưỡng ô tô,22,9.12340587677259,6,0,0.5,230
Sửa chữa và bảo dưỡng điện thoại,3,5.609836547237837,0,0,0.5,66
Sửa chữa và bảo dưỡng ô tô,30,2.2134970815177697,1,0,0.0,250
Sửa chữa và bảo dưỡng quạt điện,9,17.07596196437718,10,0,1.0,37
Sửa chữa và bảo dưỡng máy lạnh,2,3.20855395294423,3,0,0.0,121
Sửa chữa và bảo dưỡng máy lạnh,26,14.75548216702785,10,0,0.5,179
Sửa chữa và bảo dưỡng máy tính,9,5.52461708406825,6,0,1.0,96
Sửa chữa và bảo dưỡng lò vi sóng,32,18.32272333642024,4,0,0.0,122
Sửa chữa và bảo dưỡng TV,6,1.6228262547361654,12,0,1.0,119
Sửa chữa và bảo dưỡng máy in,8,7.7832662065021605,13,0,0.0,79
Sửa chữa và bảo dưỡng điện thoại,4,0.6688401148005633,15,1,1.0,94
Sửa chữa và bảo dưỡng máy tính,15,0.5468267524971346,14,1,0.0,122
Sửa chữa và bảo dưỡng máy in,11,3.6886746678633533,3,0,0.5,94
Sửa chữa và bảo dưỡng máy lạnh,2,7.343168971385185,11,0,0.0,141
Sửa chữa và bảo dưỡng máy lạnh,45,24.210386610530627,1,0,0.5,217
Sửa chữa và bảo dưỡng điện dân dụng,10,6.32810654913693,15,1,0.0,100
Sửa chữa và bảo dưỡng nồi cơm điện,21,4.594605959412382,20,0,1.0,93
Sửa chữa và bảo dưỡng điện thoại,16,10.397211117446421,14,1,0.5,89
Sửa chữa và bảo dưỡng quạt điện,20,1.7658382407470463,8,1,0.5,96
Sửa chữa và bảo dưỡng nồi cơm điện,6,17.849896093873987,12,0,0.5,34
Sửa chữa và bảo dưỡng nồi cơm điện,22,29.55542154565726,15,1,0.5,85
Sửa chữa và bảo dưỡng tủ lạnh,13,2.5019715773083284,14,1,1.0,133
Sửa chữa và bảo dưỡng hệ thống nước,1,7.990039747837442,9,1,0.0,117
Sửa chữa và bảo dưỡng ô tô,41,2.57267518994455,13,0,0.0,280
Sửa chữa và bảo dưỡng xe máy,24,1.1058354317353278,3,0,0.5,131
Sửa chữa và bảo dưỡng lò vi sóng,4,2.4449500934356223,5,0,0.5,97
Sửa chữa và bảo dưỡng TV,3,3.2125900247815555,11,0,0.0,79
Sửa chữa và bảo dưỡng máy in,25,3.288553669447556,0,0,1.0,113
Sửa chữa và bảo dưỡng hệ thống nước,37,0.666519539506019,15,1,1.0,222
Sửa chữa và bảo dưỡng điện thoại,1,0.03597373208476573,17,1,0.5,86
Sửa chữa và bảo dưỡng nồi cơm điện,8,0.6156713312220645,17,1,1.0,111
Sửa chữa và bảo dưỡng nồi cơm điện,18,26.79736238452731,6,0,0.0,57
Sửa chữa và bảo dưỡng máy in,19,0.5745776566346674,23,0,1.0,132
Sửa chữa và bảo dưỡng máy in,46,2.406067733870355,11,0,1.0,183
Sửa chữa và bảo dưỡng quạt điện,1,19.07502943738846,9,1,0.0,23
Sửa chữa và bảo dưỡng nồi cơm điện,8,15.805963580694101,19,1,1.0,63
Sửa chữa và bảo dưỡng TV,39,2.0893066096468704,1,0,0.0,173
Sửa chữa và bảo dưỡng xe máy,30,2.4427117423059226,3,0,0.0,147
Sửa chữa và bảo dưỡng máy lạnh,31,0.8647840292207483,9,1,0.0,210
Sửa chữa và bảo dưỡng tủ lạnh,32,8.813490763900726,13,0,1.0,172
Sửa chữa và bảo dưỡng lò vi sóng,27,1.9959934264179733,0,0,1.0,136
Sửa chữa và bảo dưỡng TV,20,2.2844079868119502,16,1,1.0,155
Sửa chữa và bảo dưỡng điện dân dụng,12,7.046010763445246,8,1,1.0,134
Sửa chữa và bảo dưỡng máy giặt,17,6.632709256849401,7,1,0.0,154
Sửa chữa và bảo dưỡng quạt điện,19,1.0303003802956332,21,0,0.0,74
Sửa chữa và bảo dưỡng hệ thống nước,10,6.646881241597719,3,0,0.5,128
Sửa chữa và bảo dưỡng xe máy,34,7.260750418060799,18,1,1.0,165
Sửa chữa và bảo dưỡng ô tô,1,24.411238283529936,6,0,0.0,97
Sửa chữa và bảo dưỡng máy in,23,17.750125899665935,3,0,0.5,105
Sửa chữa và bảo dưỡng TV,10,27.481493171561013,6,0,0.5,93
Sửa chữa và bảo dưỡng máy giặt,14,28.583238318088966,14,1,0.5,130
Sửa chữa và bảo dưỡng hệ thống nước,42,2.2053515652495848,16,1,0.0,207
Sửa chữa và bảo dưỡng máy tính,17,14.037792353216147,10,0,0.5,82
Sửa chữa và bảo dưỡng hệ thống nước,23,2.9694854712330483,10,0,1.0,167
Sửa chữa và bảo dưỡng máy giặt,1,25.870363388649096,14,1,1.0,123
Sửa chữa và bảo dưỡng tủ lạnh,20,2.7300309631810666,3,0,1.0,166
Sửa chữa và bảo dưỡng máy in,23,6.396071643626595,7,1,0.0,114
Sửa chữa và bảo dưỡng lò vi sóng,29,23.18873351581818,22,0,1.0,134
Sửa chữa và bảo dưỡng quạt điện,5,24.00137515568181,21,0,0.0,25
Sửa chữa và bảo dưỡng điện thoại,2,5.757515407887254,1,0,0.5,52
Sửa chữa và bảo dưỡng lò vi sóng,35,3.459286570010267,9,1,0.5,164
Sửa chữa và bảo dưỡng nồi cơm điện,6,3.0529589952076783,4,0,0.5,56
Sửa chữa và bảo dưỡng xe máy,23,7.368776609510093,3,0,0.5,120
Sửa chữa và bảo dưỡng hệ thống nước,36,2.5582636996538755,21,0,0.5,188
Sửa chữa và bảo dưỡng máy lạnh,4,4.422731749024605,16,1,0.5,156
Sửa chữa và bảo dưỡng máy tính,5,12.71134053726877,16,1,1.0,71
Sửa chữa và bảo dưỡng xe máy,2,20.34533811740247,4,0,1.0,71
Sửa chữa và bảo dưỡng hệ thống nước,36,6.284752121615108,16,1,1.0,205
Sửa chữa và bảo dưỡng xe máy,3,5.432901120736357,3,0,1.0,87
Sửa chữa và bảo dưỡng điện thoại,30,25.581353840664068,16,1,0.0,99
Sửa chữa và bảo dưỡng nồi cơm điện,20,18.26604046289361,17,1,0.5,86
Sửa chữa và bảo dưỡng điện thoại,2,29.182485153412387,20,0,1.0,42
Sửa chữa và bảo dưỡng điện dân dụng,25,0.602661275640331,23,0,1.0,176
Sửa chữa và bảo dưỡng máy in,8,6.977403137903316,11,0,1.0,101
Sửa chữa và bảo dưỡng máy tính,32,3.4321871797098042,19,1,1.0,143
Sửa chữa và bảo dưỡng nồi cơm điện,1,2.364739885484438,4,0,0.0,60
Sửa chữa và bảo dưỡng quạt điện,34,7.759941236305011,7,1,1.0,122
Sửa chữa và bảo dưỡng tủ lạnh,11,29.271122745764274,1,0,1.0,115
Sửa chữa và bảo dưỡng quạt điện,34,19.59175229838013,10,0,1.0,87
Sửa chữa và bảo dưỡng lò vi sóng,13,28.26243682818159,18,1,0.5,94
Sửa chữa và bảo dưỡng máy tính,6,0.35904910073178786,21,0,0.0,85
Sửa chữa và bảo dưỡng laptop,28,2.416824020510849,0,0,0.5,155
Sửa chữa và bảo dưỡng hệ thống nước,2,18.476623912393016,9,1,0.0,102
Sửa chữa và bảo dưỡng hệ thống nước,4,2.7764841310202586,9,1,1.0,141
Sửa chữa và bảo dưỡng điện dân dụng,19,0.6986840504514621,19,1,0.5,166
Sửa chữa và bảo dưỡng laptop,16,11.754863234469411,15,1,1.0,123
Sửa chữa và bảo dưỡng máy giặt,18,0.8098749747031746,16,1,0.5,170
Sửa chữa và bảo dưỡng máy in,33,16.258909423268143,22,0,0.5,121
